Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E0,29/01/2019,00:00,Newcastle,Man City,2,1,H
E0,30/01/2019,00:00,Bournemouth,Chelsea,4,0,H
E0,30/01/2019,00:00,Liverpool,Leicester,1,1,D
E0,30/01/2019,00:00,Southampton,Crystal Palace,1,1,D
E0,30/01/2019,00:00,Tottenham,Watford,2,1,H
E0,02/02/2019,00:00,Brighton,Watford,0,0,D
E0,02/02/2019,00:00,Burnley,Southampton,1,1,D
E0,02/02/2019,00:00,Crystal Palace,Fulham,2,0,H
E0,02/02/2019,00:00,Tottenham,Newcastle,1,0,H
E0,03/02/2019,00:00,Leicester,Man United,0,1,A
E0,03/02/2019,00:00,Man City,Arsenal,3,1,H
E0,04/02/2019,00:00,West Ham,Liverpool,1,1,D
E0,06/02/2019,00:00,Everton,Man City,0,2,A
E0,09/02/2019,00:00,Brighton,Burnley,1,3,A
E0,09/02/2019,00:00,Crystal Palace,West Ham,1,1,D
E0,09/02/2019,00:00,Fulham,Man United,0,3,A
E0,09/02/2019,00:00,Liverpool,Bournemouth,3,0,H
E0,09/02/2019,00:00,Watford,Everton,1,0,H
E0,10/02/2019,00:00,Man City,Chelsea,6,0,H
E0,10/02/2019,00:00,Tottenham,Leicester,3,1,H
E0,22/02/2019,00:00,West Ham,Fulham,3,1,H
E0,23/02/2019,00:00,Burnley,Tottenham,2,1,H
E0,23/02/2019,00:00,Leicester,Crystal Palace,1,4,A
E0,24/02/2019,00:00,Arsenal,Southampton,2,0,H
E0,24/02/2019,00:00,Man United,Liverpool,0,0,D
E0,26/02/2019,00:00,Leicester,Brighton,2,1,H
E0,26/02/2019,00:00,Newcastle,Burnley,2,0,H
E0,27/02/2019,00:00,Arsenal,Bournemouth,5,1,H
E0,27/02/2019,00:00,Chelsea,Tottenham,2,0,H
E0,27/02/2019,00:00,Crystal Palace,Man United,1,3,A
E0,27/02/2019,00:00,Liverpool,Watford,5,0,H
E0,27/02/2019,00:00,Man City,West Ham,1,0,H
E0,27/02/2019,00:00,Southampton,Fulham,2,0,H
E0,02/03/2019,00:00,Bournemouth,Man City,0,1,A
E0,02/03/2019,00:00,Burnley,Crystal Palace,1,3,A
E0,02/03/2019,00:00,Man United,Southampton,3,2,H
E0,02/03/2019,00:00,Tottenham,Arsenal,1,1,D
E0,02/03/2019,00:00,West Ham,Newcastle,2,0,H
E0,03/03/2019,00:00,Everton,Liverpool,0,0,D
E0,03/03/2019,00:00,Fulham,Chelsea,1,2,A
E0,03/03/2019,00:00,Watford,Leicester,2,1,H
E0,09/03/2019,00:00,Crystal Palace,Brighton,1,2,A
E0,09/03/2019,00:00,Leicester,Fulham,3,1,H
E0,09/03/2019,00:00,Man City,Watford,3,1,H
E0,09/03/2019,00:00,Newcastle,Everton,3,2,H
E0,09/03/2019,00:00,Southampton,Tottenham,2,1,H
E0,10/03/2019,00:00,Arsenal,Man United,2,0,H
E0,10/03/2019,00:00,Liverpool,Burnley,4,2,H
E0,16/03/2019,00:00,Bournemouth,Newcastle,2,2,D
E0,16/03/2019,00:00,Burnley,Leicester,1,2,A
E0,17/03/2019,00:00,Everton,Chelsea,2,0,H
E0,17/03/2019,00:00,Fulham,Liverpool,1,2,A
E0,30/03/2019,00:00,Brighton,Southampton,0,1,A
E0,30/03/2019,00:00,Fulham,Man City,0,2,A
E0,30/03/2019,00:00,Leicester,Bournemouth,2,0,H
E0,30/03/2019,00:00,Man United,Watford,2,1,H
E0,30/03/2019,00:00,West Ham,Everton,0,2,A
E0,31/03/2019,00:00,Liverpool,Tottenham,2,1,H
E0,01/04/2019,00:00,Arsenal,Newcastle,2,0,H
E0,02/04/2019,00:00,Watford,Fulham,4,1,H
E0,03/04/2019,00:00,Chelsea,Brighton,3,0,H
E0,03/04/2019,00:00,Tottenham,Crystal Palace,2,0,H
E0,05/04/2019,00:00,Southampton,Liverpool,1,3,A
E0,06/04/2019,00:00,Bournemouth,Burnley,1,3,A
E0,06/04/2019,00:00,Newcastle,Crystal Palace,0,1,A
E0,07/04/2019,00:00,Everton,Arsenal,1,0,H
E0,08/04/2019,00:00,Chelsea,West Ham,2,0,H
E0,12/04/2019,00:00,Leicester,Newcastle,0,1,A
E0,13/04/2019,00:00,Brighton,Bournemouth,0,5,A
E0,13/04/2019,00:00,Fulham,Everton,2,0,H
E0,13/04/2019,00:00,Man United,West Ham,2,1,H
E0,14/04/2019,00:00,Crystal Palace,Man City,1,3,A
E0,14/04/2019,00:00,Liverpool,Chelsea,2,0,H
E0,15/04/2019,00:00,Watford,Arsenal,0,1,A
E0,20/04/2019,00:00,Bournemouth,Fulham,0,1,A
E0,20/04/2019,00:00,Man City,Tottenham,1,0,H
E0,20/04/2019,00:00,Newcastle,Southampton,3,1,H
E0,20/04/2019,00:00,West Ham,Leicester,2,2,D
E0,21/04/2019,00:00,Arsenal,Crystal Palace,2,3,A
E0,21/04/2019,00:00,Everton,Man United,4,0,H
E0,22/04/2019,00:00,Chelsea,Burnley,2,2,D
E0,23/04/2019,00:00,Tottenham,Brighton,1,0,H
E0,23/04/2019,00:00,Watford,Southampton,1,1,D
E0,24/04/2019,00:00,Man United,Man City,0,2,A
E0,27/04/2019,00:00,Brighton,Newcastle,1,1,D
E0,27/04/2019,00:00,Crystal Palace,Everton,0,0,D
E0,27/04/2019,00:00,Southampton,Bournemouth,3,3,D
E0,27/04/2019,00:00,Tottenham,West Ham,0,1,A
E0,28/04/2019,00:00,Burnley,Man City,0,1,A
E0,28/04/2019,00:00,Leicester,Arsenal,3,0,H
E0,28/04/2019,00:00,Man United,Chelsea,1,1,D
E0,03/05/2019,00:00,Everton,Burnley,2,0,H
E0,04/05/2019,00:00,Bournemouth,Tottenham,1,0,H
E0,04/05/2019,00:00,Newcastle,Liverpool,2,3,A
E0,04/05/2019,00:00,West Ham,Southampton,3,0,H
E0,05/05/2019,00:00,Arsenal,Brighton,1,1,D
E0,05/05/2019,00:00,Chelsea,Watford,3,0,H
E0,06/05/2019,00:00,Man City,Leicester,1,0,H
E0,12/05/2019,00:00,Brighton,Man City,1,4,A
E0,12/05/2019,00:00,Burnley,Arsenal,1,3,A
E0,12/05/2019,00:00,Crystal Palace,Bournemouth,5,3,H
E0,12/05/2019,00:00,Fulham,Newcastle,0,4,A
E0,12/05/2019,00:00,Leicester,Chelsea,0,0,D
E0,12/05/2019,00:00,Tottenham,Everton,2,2,D
E0,12/05/2019,00:00,Watford,West Ham,1,4,A
E0,11/08/2017,00:00,Arsenal,Leicester,4,3,H
E0,12/08/2017,00:00,Brighton,Man City,0,2,A
E0,12/08/2017,00:00,Chelsea,Burnley,2,3,A
E0,12/08/2017,00:00,Watford,Liverpool,3,3,D
E0,13/08/2017,00:00,Man United,West Ham,4,0,H
E0,13/08/2017,00:00,Newcastle,Tottenham,0,2,A
E0,19/08/2017,00:00,Bournemouth,Watford,0,2,A
E0,19/08/2017,00:00,Leicester,Brighton,2,0,H
E0,19/08/2017,00:00,Liverpool,Crystal Palace,1,0,H
E0,19/08/2017,00:00,Southampton,West Ham,3,2,H
E0,20/08/2017,00:00,Tottenham,Chelsea,1,2,A
E0,21/08/2017,00:00,Man City,Everton,1,1,D
E0,26/08/2017,00:00,Bournemouth,Man City,1,2,A
E0,26/08/2017,00:00,Man United,Leicester,2,0,H
E0,26/08/2017,00:00,Newcastle,West Ham,3,0,H
E0,26/08/2017,00:00,Watford,Brighton,0,0,D
E0,27/08/2017,00:00,Chelsea,Everton,2,0,H
E0,27/08/2017,00:00,Liverpool,Arsenal,4,0,H
E0,27/08/2017,00:00,Tottenham,Burnley,1,1,D
E0,09/09/2017,00:00,Arsenal,Bournemouth,3,0,H
E0,09/09/2017,00:00,Everton,Tottenham,0,3,A
E0,09/09/2017,00:00,Leicester,Chelsea,1,2,A
E0,09/09/2017,00:00,Man City,Liverpool,5,0,H
E0,09/09/2017,00:00,Southampton,Watford,0,2,A
E0,10/09/2017,00:00,Burnley,Crystal Palace,1,0,H
E0,15/09/2017,00:00,Bournemouth,Brighton,2,1,H
E0,16/09/2017,00:00,Crystal Palace,Southampton,0,1,A
E0,16/09/2017,00:00,Liverpool,Burnley,1,1,D
E0,16/09/2017,00:00,Watford,Man City,0,6,A
E0,17/09/2017,00:00,Chelsea,Arsenal,0,0,D
E0,17/09/2017,00:00,Man United,Everton,4,0,H
E0,23/09/2017,00:00,Everton,Bournemouth,2,1,H
E0,23/09/2017,00:00,Leicester,Liverpool,2,3,A
E0,23/09/2017,00:00,Man City,Crystal Palace,5,0,H
E0,23/09/2017,00:00,Southampton,Man United,0,1,A
E0,23/09/2017,00:00,West Ham,Tottenham,2,3,A
E0,24/09/2017,00:00,Brighton,Newcastle,1,0,H
E0,30/09/2017,00:00,Bournemouth,Leicester,0,0,D
E0,30/09/2017,00:00,Chelsea,Man City,0,1,A
E0,30/09/2017,00:00,Man United,Crystal Palace,4,0,H
E0,01/10/2017,00:00,Arsenal,Brighton,2,0,H
E0,01/10/2017,00:00,Everton,Burnley,0,1,A
E0,01/10/2017,00:00,Newcastle,Liverpool,1,1,D
E0,14/10/2017,00:00,Burnley,West Ham,1,1,D
E0,14/10/2017,00:00,Crystal Palace,Chelsea,2,1,H
E0,14/10/2017,00:00,Liverpool,Man United,0,0,D
E0,14/10/2017,00:00,Tottenham,Bournemouth,1,0,H
E0,14/10/2017,00:00,Watford,Arsenal,2,1,H
E0,15/10/2017,00:00,Brighton,Everton,1,1,D
E0,15/10/2017,00:00,Southampton,Newcastle,2,2,D
E0,20/10/2017,00:00,West Ham,Brighton,0,3,A
E0,21/10/2017,00:00,Chelsea,Watford,4,2,H
E0,21/10/2017,00:00,Man City,Burnley,3,0,H
E0,21/10/2017,00:00,Newcastle,Crystal Palace,1,0,H
E0,22/10/2017,00:00,Everton,Arsenal,2,5,A
E0,22/10/2017,00:00,Tottenham,Liverpool,4,1,H
E0,28/10/2017,00:00,Bournemouth,Chelsea,0,1,A
E0,28/10/2017,00:00,Crystal Palace,West Ham,2,2,D
E0,28/10/2017,00:00,Man United,Tottenham,1,0,H
E0,29/10/2017,00:00,Brighton,Southampton,1,1,D
E0,29/10/2017,00:00,Leicester,Everton,2,0,H
E0,30/10/2017,00:00,Burnley,Newcastle,1,0,H
E0,04/11/2017,00:00,Newcastle,Bournemouth,0,1,A
E0,04/11/2017,00:00,Southampton,Burnley,0,1,A
E0,04/11/2017,00:00,West Ham,Liverpool,1,4,A
E0,05/11/2017,00:00,Chelsea,Man United,1,0,H
E0,05/11/2017,00:00,Everton,Watford,3,2,H
E0,05/11/2017,00:00,Man City,Arsenal,3,1,H
E0,05/11/2017,00:00,Tottenham,Crystal Palace,1,0,H
E0,18/11/2017,00:00,Arsenal,Tottenham,2,0,H
E0,18/11/2017,00:00,Crystal Palace,Everton,2,2,D
E0,18/11/2017,00:00,Leicester,Man City,0,2,A
E0,18/11/2017,00:00,Liverpool,Southampton,3,0,H
E0,18/11/2017,00:00,Man United,Newcastle,4,1,H
E0,19/11/2017,00:00,Watford,West Ham,2,0,H
E0,24/11/2017,00:00,West Ham,Leicester,1,1,D
E0,25/11/2017,00:00,Liverpool,Chelsea,1,1,D
E0,25/11/2017,00:00,Man United,Brighton,1,0,H
E0,25/11/2017,00:00,Newcastle,Watford,0,3,A
E0,26/11/2017,00:00,Burnley,Arsenal,0,1,A
E0,26/11/2017,00:00,Southampton,Everton,4,1,H
E0,28/11/2017,00:00,Brighton,Crystal Palace,0,0,D
E0,28/11/2017,00:00,Leicester,Tottenham,2,1,H
E0,28/11/2017,00:00,Watford,Man United,2,4,A
E0,29/11/2017,00:00,Bournemouth,Burnley,1,2,A
E0,29/11/2017,00:00,Everton,West Ham,4,0,H
E0,29/11/2017,00:00,Man City,Southampton,2,1,H
E0,02/12/2017,00:00,Arsenal,Man United,1,3,A
E0,02/12/2017,00:00,Brighton,Liverpool,1,5,A
E0,02/12/2017,00:00,Chelsea,Newcastle,3,1,H
E0,02/12/2017,00:00,Leicester,Burnley,1,0,H
E0,02/12/2017,00:00,Watford,Tottenham,1,1,D
E0,03/12/2017,00:00,Bournemouth,Southampton,1,1,D
E0,03/12/2017,00:00,Man City,West Ham,2,1,H
E0,09/12/2017,00:00,Burnley,Watford,1,0,H
E0,09/12/2017,00:00,Crystal Palace,Bournemouth,2,2,D
E0,09/12/2017,00:00,Newcastle,Leicester,2,3,A
E0,09/12/2017,00:00,West Ham,Chelsea,1,0,H
E0,10/12/2017,00:00,Liverpool,Everton,1,1,D
E0,10/12/2017,00:00,Man United,Man City,1,2,A
E0,10/12/2017,00:00,Southampton,Arsenal,1,1,D
E0,12/12/2017,00:00,Crystal Palace,Watford,2,1,H
E0,13/12/2017,00:00,Man United,Bournemouth,1,0,H
E0,13/12/2017,00:00,Newcastle,Everton,0,1,A
E0,13/12/2017,00:00,Southampton,Leicester,1,4,A
E0,13/12/2017,00:00,Tottenham,Brighton,2,0,H
E0,13/12/2017,00:00,West Ham,Arsenal,0,0,D
E0,16/12/2017,00:00,Arsenal,Newcastle,1,0,H
E0,16/12/2017,00:00,Brighton,Burnley,0,0,D
E0,16/12/2017,00:00,Chelsea,Southampton,1,0,H
E0,16/12/2017,00:00,Leicester,Crystal Palace,0,3,A
E0,16/12/2017,00:00,Man City,Tottenham,4,1,H
E0,17/12/2017,00:00,Bournemouth,Liverpool,0,4,A
E0,22/12/2017,00:00,Arsenal,Liverpool,3,3,D
E0,23/12/2017,00:00,Brighton,Watford,1,0,H
E0,23/12/2017,00:00,Burnley,Tottenham,0,3,A
E0,23/12/2017,00:00,Everton,Chelsea,0,0,D
E0,23/12/2017,00:00,Leicester,Man United,2,2,D
E0,23/12/2017,00:00,Man City,Bournemouth,4,0,H
E0,23/12/2017,00:00,West Ham,Newcastle,2,3,A
E0,26/12/2017,00:00,Bournemouth,West Ham,3,3,D
E0,26/12/2017,00:00,Chelsea,Brighton,2,0,H
E0,26/12/2017,00:00,Man United,Burnley,2,2,D
E0,26/12/2017,00:00,Tottenham,Southampton,5,2,H
E0,26/12/2017,00:00,Watford,Leicester,2,1,H
E0,27/12/2017,00:00,Newcastle,Man City,0,1,A
E0,28/12/2017,00:00,Crystal Palace,Arsenal,2,3,A
E0,30/12/2017,00:00,Bournemouth,Everton,2,1,H
E0,30/12/2017,00:00,Liverpool,Leicester,2,1,H
E0,30/12/2017,00:00,Man United,Southampton,0,0,D
E0,30/12/2017,00:00,Newcastle,Brighton,0,0,D
E0,31/12/2017,00:00,Crystal Palace,Man City,0,0,D
E0,01/01/2018,00:00,Brighton,Bournemouth,2,2,D
E0,01/01/2018,00:00,Burnley,Liverpool,1,2,A
E0,01/01/2018,00:00,Everton,Man United,0,2,A
E0,02/01/2018,00:00,Man City,Watford,3,1,H
E0,02/01/2018,00:00,Southampton,Crystal Palace,1,2,A
E0,03/01/2018,00:00,Arsenal,Chelsea,2,2,D
E0,04/01/2018,00:00,Tottenham,West Ham,1,1,D
E0,13/01/2018,00:00,Chelsea,Leicester,0,0,D
E0,13/01/2018,00:00,Crystal Palace,Burnley,1,0,H
E0,13/01/2018,00:00,Tottenham,Everton,4,0,H
E0,13/01/2018,00:00,Watford,Southampton,2,2,D
E0,14/01/2018,00:00,Bournemouth,Arsenal,2,1,H
E0,14/01/2018,00:00,Liverpool,Man City,4,3,H
E0,20/01/2018,00:00,Arsenal,Crystal Palace,4,1,H
E0,20/01/2018,00:00,Brighton,Chelsea,0,4,A
E0,20/01/2018,00:00,Burnley,Man United,0,1,A
E0,20/01/2018,00:00,Leicester,Watford,2,0,H
E0,20/01/2018,00:00,Man City,Newcastle,3,1,H
E0,20/01/2018,00:00,West Ham,Bournemouth,1,1,D
E0,21/01/2018,00:00,Southampton,Tottenham,1,1,D
E0,30/01/2018,00:00,West Ham,Crystal Palace,1,1,D
E0,31/01/2018,00:00,Chelsea,Bournemouth,0,3,A
E0,31/01/2018,00:00,Everton,Leicester,2,1,H
E0,31/01/2018,00:00,Newcastle,Burnley,1,1,D
E0,31/01/2018,00:00,Southampton,Brighton,1,1,D
E0,31/01/2018,00:00,Tottenham,Man United,2,0,H
E0,03/02/2018,00:00,Arsenal,Everton,5,1,H
E0,03/02/2018,00:00,Brighton,West Ham,3,1,H
E0,03/02/2018,00:00,Burnley,Man City,1,1,D
E0,04/02/2018,00:00,Crystal Palace,Newcastle,1,1,D
E0,04/02/2018,00:00,Liverpool,Tottenham,2,2,D
E0,05/02/2018,00:00,Watford,Chelsea,4,1,H
E0,10/02/2018,00:00,Everton,Crystal Palace,3,1,H
E0,10/02/2018,00:00,Man City,Leicester,5,1,H
E0,10/02/2018,00:00,Tottenham,Arsenal,1,0,H
E0,10/02/2018,00:00,West Ham,Watford,2,0,H
E0,11/02/2018,00:00,Newcastle,Man United,1,0,H
E0,11/02/2018,00:00,Southampton,Liverpool,0,2,A
E0,24/02/2018,00:00,Bournemouth,Newcastle,2,2,D
E0,24/02/2018,00:00,Burnley,Southampton,1,1,D
E0,24/02/2018,00:00,Liverpool,West Ham,4,1,H
E0,24/02/2018,00:00,Watford,Everton,1,0,H
E0,25/02/2018,00:00,Crystal Palace,Tottenham,0,1,A
E0,25/02/2018,00:00,Man United,Chelsea,2,1,H
E0,01/03/2018,00:00,Arsenal,Man City,0,3,A
E0,03/03/2018,00:00,Burnley,Everton,2,1,H
E0,03/03/2018,00:00,Leicester,Bournemouth,1,1,D
E0,03/03/2018,00:00,Liverpool,Newcastle,2,0,H
E0,04/03/2018,00:00,Brighton,Arsenal,2,1,H
E0,04/03/2018,00:00,Man City,Chelsea,1,0,H
E0,05/03/2018,00:00,Crystal Palace,Man United,2,3,A
E0,10/03/2018,00:00,Chelsea,Crystal Palace,2,1,H
E0,10/03/2018,00:00,Everton,Brighton,2,0,H
E0,10/03/2018,00:00,Man United,Liverpool,2,1,H
E0,10/03/2018,00:00,Newcastle,Southampton,3,0,H
E0,10/03/2018,00:00,West Ham,Burnley,0,3,A
E0,11/03/2018,00:00,Arsenal,Watford,3,0,H
E0,11/03/2018,00:00,Bournemouth,Tottenham,1,4,A
E0,17/03/2018,00:00,Liverpool,Watford,5,0,H
E0,31/03/2018,00:00,Brighton,Leicester,0,2,A
E0,31/03/2018,00:00,Crystal Palace,Liverpool,1,2,A
E0,31/03/2018,00:00,Everton,Man City,1,3,A
E0,31/03/2018,00:00,Watford,Bournemouth,2,2,D
E0,31/03/2018,00:00,West Ham,Southampton,3,0,H
E0,01/04/2018,00:00,Chelsea,Tottenham,1,3,A
E0,07/04/2018,00:00,Bournemouth,Crystal Palace,2,2,D
E0,07/04/2018,00:00,Everton,Liverpool,0,0,D
E0,07/04/2018,00:00,Leicester,Newcastle,1,2,A
E0,07/04/2018,00:00,Man City,Man United,2,3,A
E0,07/04/2018,00:00,Watford,Burnley,1,2,A
E0,08/04/2018,00:00,Arsenal,Southampton,3,2,H
E0,08/04/2018,00:00,Chelsea,West Ham,1,1,D
E0,14/04/2018,00:00,Burnley,Leicester,2,1,H
E0,14/04/2018,00:00,Crystal Palace,Brighton,3,2,H
E0,14/04/2018,00:00,Liverpool,Bournemouth,3,0,H
E0,14/04/2018,00:00,Southampton,Chelsea,2,3,A
E0,14/04/2018,00:00,Tottenham,Man City,1,3,A
E0,15/04/2018,00:00,Newcastle,Arsenal,2,1,H
E0,17/04/2018,00:00,Brighton,Tottenham,1,1,D
E0,18/04/2018,00:00,Bournemouth,Man United,0,2,A
E0,19/04/2018,00:00,Burnley,Chelsea,1,2,A
E0,19/04/2018,00:00,Leicester,Southampton,0,0,D
E0,21/04/2018,00:00,Watford,Crystal Palace,0,0,D
E0,22/04/2018,00:00,Arsenal,West Ham,4,1,H
E0,23/04/2018,00:00,Everton,Newcastle,1,0,H
E0,28/04/2018,00:00,Burnley,Brighton,0,0,D
E0,28/04/2018,00:00,Crystal Palace,Leicester,5,0,H
E0,28/04/2018,00:00,Southampton,Bournemouth,2,1,H
E0,29/04/2018,00:00,Man United,Arsenal,2,1,H
E0,29/04/2018,00:00,West Ham,Man City,1,4,A
E0,30/04/2018,00:00,Tottenham,Watford,2,0,H
E0,04/05/2018,00:00,Brighton,Man United,1,0,H
E0,05/05/2018,00:00,Everton,Southampton,1,1,D
E0,05/05/2018,00:00,Leicester,West Ham,0,2,A
E0,05/05/2018,00:00,Watford,Newcastle,2,1,H
E0,06/05/2018,00:00,Arsenal,Burnley,5,0,H
E0,06/05/2018,00:00,Chelsea,Liverpool,1,0,H
E0,09/05/2018,00:00,Leicester,Arsenal,3,1,H
E0,09/05/2018,00:00,Man City,Brighton,3,1,H
E0,09/05/2018,00:00,Tottenham,Newcastle,1,0,H
E0,10/05/2018,00:00,West Ham,Man United,0,0,D
E0,13/05/2018,00:00,Burnley,Bournemouth,1,2,A
E0,13/05/2018,00:00,Liverpool,Brighton,4,0,H
E0,13/05/2018,00:00,Man United,Watford,1,0,H
E0,13/05/2018,00:00,Newcastle,Chelsea,3,0,H
E0,13/05/2018,00:00,Southampton,Man City,0,1,A
E0,13/05/2018,00:00,Tottenham,Leicester,5,4,H
E0,13/05/2018,00:00,West Ham,Everton,3,1,H
